acct_num,acct_create_dt,account_close_dt,first_name,last_name,address,city,state,zipcode,phone_number,created,modified
1419,2009-04-01 08:21:21.0,\N,Adam,Adams,2812 Shinn Street,Berkeley,CA,94702,5104948600,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1420,2009-11-29 10:45:58.0,\N,Don,Brown,3195 Plainfield Avenue,Santa Rosa,CA,95429,7075023834,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1421,2009-04-25 13:48:52.0,2014-01-25 07:56:50.0,Luis,Eliason,4664 East Avenue,Oakland,CA,94620,5108376539,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1422,2009-01-04 13:24:20.0,\N,Robert,Fitts,4861 Virginia Street,Sacramento,CA,95759,9165607613,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1423,2009-05-25 17:12:55.0,2014-03-02 23:55:19.0,Dorothy,Won,4987 Hilltop Drive,Berkeley,CA,94737,5102851249,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1424,2009-07-24 17:23:43.0,\N,Helen,Waterman,388 Kimberly Way,Berkeley,CA,94743,5109366695,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1425,2009-02-10 22:07:43.0,2010-02-12 23:30:34.0,David,Moore,3426 Briarwood Drive,San Francisco,CA,94092,4150850464,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1426,2009-04-15 12:46:14.0,\N,Larry,Holt,1251 Palmer Road,San Jose,CA,95171,4080142793,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1427,2009-12-19 21:15:07.0,\N,Shane,Brannon,738 Walnut Avenue,Palo Alto,CA,94350,6501067577,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1428,2009-11-26 05:18:59.0,2014-03-01 16:52:40.0,John,Rhodes,3081 Pearl Street,Sacramento,CA,95606,9168968797,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1429,2009-07-12 20:07:44.0,2013-11-02 08:41:22.0,Amy,Quinones,2319 Williams Avenue,Oakland,CA,94607,5104967462,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1430,2009-01-21 15:20:45.0,\N,Laura,Li,2092 Better Street,San Francisco,CA,94139,4156141051,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1431,2009-12-13 19:52:58.0,\N,John,Vanburen,1981 Coplin Avenue,Richmond,CA,94887,5108341457,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1432,2009-12-31 16:09:40.0,\N,Sandra,Hoffman,4087 Elk Avenue,Stockton,CA,95348,2091115115,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1433,2009-03-29 08:23:39.0,2014-02-02 13:51:45.0,Eugene,McNamara,3204 Columbia Road,San Jose,CA,95036,4085404990,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1434,2009-05-29 00:03:00.0,\N,John,Green,1450 Sun Valley Road,Sacramento,CA,95805,9166786220,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1435,2009-11-19 18:06:07.0,2014-02-21 13:02:02.0,Curtis,McClung,2814 Felosa Drive,Stockton,CA,95314,2096141033,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1436,2009-10-23 14:38:43.0,\N,Deborah,Portugal,12 Norma Lane,San Francisco,CA,94068,4159125979,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1437,2009-10-19 06:50:23.0,2014-01-28 11:22:09.0,Rachelle,Rainey,1594 Diamond Street,Sacramento,CA,95653,9163569532,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1438,2009-01-03 17:59:13.0,\N,Pamela,Bell,3972 Tail Ends Road,Berkeley,CA,94738,5107789575,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1439,2009-01-21 22:38:30.0,\N,Harry,Ray,2688 Andell Road,Sacramento,CA,95721,9164896130,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1440,2009-01-17 18:19:48.0,\N,Michael,Mackey,3137 Dale Avenue,Sacramento,CA,95734,9169123103,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1441,2009-09-25 01:07:35.0,\N,James,Lara,3157 Village View Drive,San Francisco,CA,94172,4159602443,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1442,2009-03-10 13:21:37.0,2012-08-19 01:46:37.0,Harry,Lee,3765 Paul Wayne Haggerty Road,Sacramento,CA,95748,9163399183,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1443,2009-05-16 14:58:53.0,2014-01-13 13:35:23.0,Merlin,Herrera,4130 Sycamore Fork Road,San Francisco,CA,94002,4153962109,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1444,2009-09-28 04:58:56.0,\N,Norman,Keyes,4700 Cambridge Place,Richmond,CA,94849,5103935128,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1445,2009-01-15 20:30:35.0,\N,Danielle,Estill,811 Keyser Ridge Road,Sacramento,CA,95862,9162148003,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1446,2009-05-16 05:04:24.0,\N,Eugene,Montano,953 Timbercrest Road,Palo Alto,CA,94329,6503498543,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1447,2009-05-25 20:23:10.0,\N,David,Parra,3215 Benedum Drive,San Francisco,CA,94125,4154559143,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1448,2009-06-29 07:18:48.0,\N,Kathryn,McClure,108 Jewell Road,Sacramento,CA,95713,9164456722,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1449,2009-05-05 07:40:12.0,\N,Mario,Hayes,3307 Frank Avenue,Santa Rosa,CA,95433,7070360800,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1450,2009-07-10 18:20:22.0,2013-11-27 10:15:04.0,Hazel,Connolly,669 University Street,Eureka,CA,95547,7078560653,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1451,2009-05-21 19:46:36.0,2010-07-21 11:59:14.0,Joseph,Hernandez,728 Kovar Road,San Mateo,CA,94406,6506285975,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1452,2009-12-22 08:35:56.0,\N,Audrey,Bledsoe,1343 Callison Lane,Eureka,CA,95503,7078108804,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1453,2009-02-25 02:41:17.0,\N,Maria,Dawson,1287 Johnstown Road,Richmond,CA,94808,5100226448,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1454,2009-01-19 13:23:02.0,\N,Lindsey,Glessner,4613 Barrington Court,Oakland,CA,94624,5106521668,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1455,2009-07-22 06:56:34.0,\N,Aaron,Daggett,951 Bernardo Street,Santa Rosa,CA,94956,7073678520,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1456,2009-02-08 11:53:39.0,2014-02-26 08:41:42.0,Angeline,Howard,686 Yorkshire Circle,Marysville,CA,95976,5304433799,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1457,2009-09-24 15:45:12.0,2014-03-06 02:35:35.0,Stephen,Emrick,4508 Karen Lane,Sacramento,CA,95648,9161920133,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1458,2009-05-05 22:00:18.0,\N,Phillip,Shumaker,1978 Browning Lane,Richmond,CA,94809,5103643724,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1459,2009-08-04 00:58:54.0,\N,Jason,Mudge,2515 Emily Renzelli Boulevard,Santa Rosa,CA,94989,7075419083,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1460,2009-06-28 11:27:27.0,\N,Christy,Harris,3868 Hiney Road,San Mateo,CA,94430,6508389000,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1461,2009-04-19 03:15:27.0,\N,Lucille,Breuer,1777 Pick Street,Sacramento,CA,94246,9161228609,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1462,2009-03-29 11:47:29.0,2013-11-01 22:58:08.0,Shannon,Salley,135 Grove Street,Eureka,CA,95527,7074609001,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1463,2009-09-28 17:36:49.0,\N,Virginia,Phillips,3952 Happy Hollow Road,Sacramento,CA,95635,9160649474,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1464,2009-02-13 01:18:05.0,2014-02-22 19:16:22.0,Gladys,Martinez,4018 O Conner Street,Marysville,CA,95924,5303147551,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1465,2009-08-21 11:05:32.0,\N,Beatrice,Good,4215 Paul Wayne Haggerty Road,Eureka,CA,95537,7076238124,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1466,2009-04-12 08:28:15.0,\N,Corey,Salamanca,64 Fairmont Avenue,Sacramento,CA,95887,9167824575,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1467,2009-06-29 05:50:09.0,2014-03-10 08:52:39.0,Lydia,Robinson,3958 Railroad Street,Sacramento,CA,94231,9165361547,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1468,2009-10-05 05:16:14.0,2014-01-04 20:40:42.0,Nick,Downs,2181 Hickory Ridge Drive,Marysville,CA,95986,5300981840,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1469,2009-11-06 12:42:08.0,\N,Philip,Wamsley,3990 Lewis Street,San Jose,CA,95147,4085875594,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1470,2009-01-09 21:45:13.0,\N,Carolyn,Schneider,3700 Irving Road,Stockton,CA,95279,2097024751,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1471,2009-07-03 16:30:27.0,2014-02-28 18:31:26.0,Linda,Williams,3217 Shadowmar Drive,Santa Rosa,CA,94990,7079593367,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1472,2009-09-18 01:45:07.0,2014-01-18 14:44:13.0,Becky,Garcia,369 Desert Broom Court,Richmond,CA,94885,5106706732,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1473,2009-10-06 20:52:21.0,\N,David,Weatherly,3548 Golf Course Drive,Marysville,CA,95907,5300273898,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1474,2009-02-02 05:48:01.0,\N,Graciela,Rodriguez,495 Fort Street,Sacramento,CA,95834,9169209971,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1475,2009-12-19 07:14:17.0,\N,Jill,Waddell,4128 School Street,Stockton,CA,95276,2099378849,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1476,2009-09-30 15:06:41.0,2014-02-21 10:52:07.0,Brandon,Stinson,1943 Mcwhorter Road,Eureka,CA,95545,7077514800,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1477,2009-08-18 15:55:49.0,2014-02-05 20:00:22.0,Brenda,Newman,1015 Butternut Lane,Richmond,CA,94838,5109812182,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1478,2009-09-25 08:46:55.0,\N,Manuel,Norton,3584 Franklin Avenue,Sacramento,CA,94297,9162807917,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1479,2009-10-29 01:50:59.0,2014-02-21 04:52:38.0,Maricela,Schuster,2051 Little Acres Lane,Richmond,CA,94886,5101340485,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1480,2009-04-14 01:13:41.0,2014-02-26 21:00:17.0,Robert,Vega,167 Henry Ford Avenue,Palo Alto,CA,94347,6506812766,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1481,2009-09-08 15:05:04.0,\N,Robert,Cortes,1160 Public Works Drive,San Jose,CA,95111,4083266037,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1482,2009-02-08 02:41:34.0,2013-11-01 20:51:48.0,Robin,Henderson,1128 Hidden Meadow Drive,Sacramento,CA,94298,9168625801,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1483,2009-03-09 23:54:07.0,2013-11-10 09:36:47.0,Theodore,Weatherby,342 Glenview Drive,Oakland,CA,94676,5100057848,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1484,2009-10-07 07:39:24.0,\N,Debra,Burns,143 George Avenue,Marysville,CA,95976,5303410120,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1485,2009-07-28 06:40:40.0,\N,Nicole,Green,4298 Alpaca Way,Sacramento,CA,95687,9168689746,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1486,2009-11-09 13:38:15.0,\N,Patrick,Mason,3228 Dennison Street,Oakland,CA,94683,5105158167,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1487,2009-04-13 13:12:33.0,2012-11-12 21:14:39.0,Joe,Antonio,912 Cherry Ridge Drive,Sacramento,CA,95873,9160776219,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1488,2009-04-26 22:33:29.0,\N,Joellen,Thomas,3149 Brookside Drive,San Mateo,CA,94419,6506022600,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1489,2009-03-28 06:24:53.0,\N,Courtney,Lam,2161 Harper Street,Stockton,CA,95216,2093621638,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1490,2009-12-04 21:00:00.0,2011-05-28 15:01:40.0,Mark,Hayes,3126 Jenna Lane,Berkeley,CA,94732,5109567664,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1491,2009-12-11 05:37:16.0,\N,Everett,Page,2280 Birch Street,Eureka,CA,95596,7075615788,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1492,2009-06-16 13:06:17.0,2014-01-23 07:36:30.0,Silvia,Gardner,1653 Matthews Street,San Jose,CA,95031,4084169515,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1493,2009-07-22 08:37:34.0,2014-02-26 12:38:47.0,Barbara,Matos,4105 Twin Oaks Drive,Berkeley,CA,94704,5100902180,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1494,2009-09-27 14:45:27.0,2013-11-27 18:34:09.0,Mary,Rodgers,2425 Gorby Lane,Sacramento,CA,95771,9164053388,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1495,2009-11-26 20:26:39.0,2014-03-07 15:47:49.0,Curt,Fletcher,4990 Quilly Lane,Stockton,CA,95357,2092232761,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1496,2009-08-08 10:23:10.0,2014-01-03 09:52:23.0,Emily,Gruver,3096 Spruce Drive,Sacramento,CA,95733,9160768573,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1497,2009-06-02 18:47:11.0,2014-01-23 10:34:23.0,Guy,Lovell,3613 Beechwood Drive,Marysville,CA,95946,5301983304,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1498,2009-04-20 02:37:08.0,\N,Bettye,Lim,2791 Sun Valley Road,San Jose,CA,95009,4080249897,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1499,2009-11-22 23:44:34.0,2014-01-08 13:56:30.0,Harvey,Stout,983 Carolina Avenue,San Jose,CA,95064,4089169567,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1500,2009-04-07 13:50:33.0,2013-05-03 07:45:01.0,William,Purnell,1699 Olive Street,Sacramento,CA,95865,9165513736,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1501,2009-02-17 07:27:16.0,2014-01-04 20:33:05.0,Keven,Palermo,561 Queens Lane,San Jose,CA,95012,4089757346,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1502,2009-03-04 03:27:25.0,2014-01-22 20:44:39.0,Rafaela,Poole,2467 Charter Street,Sacramento,CA,95645,9163091544,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1503,2009-07-29 11:05:45.0,2014-02-13 12:16:34.0,William,Wright,3477 Green Hill Road,San Francisco,CA,94169,4154249915,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1504,2009-08-06 03:01:00.0,\N,Don,Thompson,3562 Platinum Drive,Oakland,CA,94645,5102630087,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1505,2009-06-07 04:14:45.0,\N,Lauren,Reilly,3282 Christie Way,Sacramento,CA,95776,9161873237,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1506,2009-05-21 22:22:03.0,\N,Michelle,Gates,4067 Fleming Way,San Mateo,CA,94442,6503553716,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1507,2009-03-21 15:34:48.0,2013-11-20 19:57:45.0,Charlotte,Owens,783 Clover Drive,Oakland,CA,94615,5106062780,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1508,2009-12-04 03:44:42.0,2014-01-30 21:42:58.0,Esther,Herron,3600 Dennison Street,Palo Alto,CA,94314,6507275108,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1509,2009-07-08 00:50:33.0,\N,Patricia,Pearson,3350 Rosemont Avenue,Sacramento,CA,94238,9163840822,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1510,2009-07-19 07:12:34.0,2013-11-14 08:01:30.0,Carolyn,Barrett,1905 Marion Street,Santa Rosa,CA,94906,7075859974,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1511,2009-08-26 19:10:29.0,\N,Sandra,Rapp,3229 White Avenue,San Mateo,CA,94474,6509986660,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1512,2009-05-13 01:03:59.0,\N,Grace,Davis,3097 Sumner Street,Sacramento,CA,94254,9164958748,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1513,2009-01-27 11:51:29.0,\N,Carl,Myers,2739 Nicholas Street,San Francisco,CA,94197,4156591981,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1514,2009-06-14 01:47:11.0,\N,Tommy,Jefcoat,665 Perry Street,Sacramento,CA,95744,9163285820,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1515,2009-07-02 05:00:51.0,\N,Emma,Parker,1566 Ritter Street,Marysville,CA,95994,5300464869,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1516,2009-08-22 05:29:19.0,\N,Elizabeth,Mitchell,1088 Poco Mas Drive,Sacramento,CA,95632,9163519730,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1517,2009-08-31 12:33:57.0,\N,Marvin,Dixon,2276 Ferry Street,San Jose,CA,95052,4085519630,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1518,2009-02-06 03:56:14.0,\N,Jodi,Guzman,939 Alpaca Way,Oakland,CA,94618,5101976707,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1519,2009-01-25 20:18:39.0,\N,Fred,Norton,4858 Heavner Avenue,Sacramento,CA,94256,9164223180,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1520,2009-01-16 02:12:07.0,2014-02-21 11:32:31.0,Minnie,Baker,4264 Oak Way,Stockton,CA,95270,2099190565,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1521,2009-09-23 07:12:34.0,\N,Christina,Evans,3957 Clinton Street,Stockton,CA,95312,2094476260,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1522,2009-10-30 03:55:56.0,\N,Karen,Murphy,1386 Calvin Street,Santa Rosa,CA,95460,7077226641,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1523,2009-08-05 07:33:36.0,2009-11-25 22:26:02.0,James,Lee,1445 Luke Lane,Richmond,CA,94845,5105611926,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1524,2009-02-26 12:44:44.0,\N,Kareem,Keck,3931 Kinney Street,Santa Rosa,CA,94946,7073768476,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1525,2009-01-03 16:58:05.0,\N,Donald,Obrien,3195 Pinnickinick Street,Marysville,CA,95995,5304966344,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1526,2009-10-23 17:59:26.0,2014-02-22 22:55:29.0,Rachel,Alfaro,2269 Raver Croft Drive,Sacramento,CA,94233,9164302055,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1527,2009-04-16 22:34:07.0,2013-03-16 04:13:34.0,Raymond,Quinn,1512 Lightning Point Drive,San Francisco,CA,94189,4151674310,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1528,2009-02-23 17:16:07.0,\N,Victor,Taylor,3873 Austin Secret Lane,Berkeley,CA,94759,5101946405,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1529,2009-03-24 04:09:15.0,2014-02-21 07:56:02.0,Vernon,Turner,3153 Court Street,Berkeley,CA,94711,5100098278,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1530,2009-08-27 19:22:24.0,\N,Ralph,Hughes,2742 Taylor Street,Marysville,CA,95981,5306724876,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1531,2009-02-28 23:00:24.0,\N,Daniel,Guyton,2820 Sundown Lane,Santa Rosa,CA,95428,7076132755,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1532,2009-10-11 00:49:26.0,\N,Trudy,Tisdale,3503 Valley Drive,Sacramento,CA,95889,9167189136,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1533,2009-07-15 08:24:48.0,\N,Velma,Dodd,4236 Sampson Street,Palo Alto,CA,94341,6509337090,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1534,2009-12-21 21:12:09.0,\N,Victor,Robinson,4762 Fowler Avenue,San Francisco,CA,94125,4158013988,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1535,2009-02-24 14:18:31.0,\N,Darrell,Thompson,1231 Oakmound Road,San Mateo,CA,94413,6509764347,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1536,2009-01-07 16:09:46.0,\N,Joseph,Fraher,4202 Chandler Drive,San Mateo,CA,94456,6503494648,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1537,2009-02-22 17:24:31.0,\N,Mildred,Owens,4425 Ford Street,Eureka,CA,95583,7072691364,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1538,2009-01-30 01:08:41.0,\N,Christopher,Ely,2715 Wyatt Street,San Mateo,CA,94402,6502582940,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1539,2009-05-15 23:12:29.0,\N,John,Page,3115 Melville Street,Sacramento,CA,95600,9164473115,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1540,2009-11-14 17:40:42.0,\N,Sheila,Bell,3183 Small Street,Eureka,CA,95515,7078197091,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1541,2009-04-25 07:53:41.0,2012-07-13 03:03:06.0,Theresa,Devine,1139 Lynn Street,Santa Rosa,CA,94938,7079405031,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1542,2009-12-18 14:55:36.0,\N,Jennifer,Williams,1024 Milford Street,San Francisco,CA,94025,4150042828,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1543,2009-04-30 14:26:53.0,\N,William,McHenry,473 Peaceful Lane,San Mateo,CA,94458,6509022415,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1544,2009-10-26 07:51:54.0,2013-07-07 01:00:32.0,Ernesto,Dennis,1711 Hillhaven Drive,Stockton,CA,95342,2090699420,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1545,2009-02-11 22:46:13.0,2014-03-12 06:02:50.0,Diane,Shanley,2415 Southern Street,San Jose,CA,95094,4088486335,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1546,2009-03-20 23:45:25.0,2013-12-16 18:30:17.0,Connie,Castro,1993 Romano Street,San Jose,CA,95041,4086911471,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1547,2009-09-15 04:59:43.0,\N,Timothy,Huckaby,3427 Sheila Lane,Oakland,CA,94565,5100389076,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1548,2009-09-27 09:36:03.0,\N,Beverly,Winfrey,1218 Dale Avenue,Stockton,CA,95238,2095062843,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1549,2009-11-07 01:44:00.0,\N,Pamala,Jones,2195 Nicholas Street,Santa Rosa,CA,95417,7078714896,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1550,2009-06-22 05:00:14.0,2014-01-19 18:51:21.0,Garrett,Kurtz,2363 Ripple Street,Eureka,CA,95522,7072628148,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1551,2009-07-30 00:01:38.0,2013-11-29 20:23:03.0,Phillip,West,3673 Woodhill Avenue,Oakland,CA,94605,5101361559,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1552,2009-04-13 10:36:31.0,2014-03-06 18:55:37.0,Laura,Kramer,869 Warner Street,Stockton,CA,95297,2092457087,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1553,2009-01-01 13:56:49.0,\N,Douglas,Gonzales,1644 Duck Creek Road,Oakland,CA,94648,5106636637,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1554,2009-03-31 10:11:30.0,2014-01-26 06:44:33.0,Bernice,Chatman,760 Clay Street,San Francisco,CA,94118,4153912267,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1555,2009-05-06 21:06:31.0,2014-01-24 15:18:47.0,Sharon,Ortiz,1170 Virginia Street,Stockton,CA,95200,2093412996,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1556,2009-10-01 12:08:14.0,\N,Sabrina,Toney,1867 Simons Hollow Road,San Francisco,CA,94172,4158478206,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1557,2009-04-30 05:01:24.0,2009-07-27 20:23:03.0,Dorothy,Gonzalez,745 Brownton Road,Stockton,CA,95379,2091688244,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1558,2009-11-06 22:03:45.0,2014-03-10 13:37:10.0,Edwin,Witcher,2867 Nutters Barn Lane,Oakland,CA,94513,5107542626,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1559,2009-11-05 13:00:44.0,\N,Lesley,Henderson,4446 Glen Falls Road,San Francisco,CA,94061,4159044857,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1560,2009-05-08 22:50:52.0,\N,Jamie,Potter,3685 Clay Street,Oakland,CA,94546,5100088991,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1561,2009-06-10 11:20:43.0,\N,Felicia,Kenney,4914 Sussex Court,Santa Rosa,CA,95409,7079988345,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1562,2009-09-01 22:30:54.0,\N,Richard,Flynn,4081 Pinchelone Street,San Jose,CA,95178,4089207117,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1563,2009-03-11 17:03:30.0,2013-02-10 14:33:08.0,Elaine,Lear,2540 Crosswind Drive,Santa Rosa,CA,95459,7076626075,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1564,2009-05-19 14:26:15.0,2014-02-10 03:46:37.0,Benjamin,Kelley,196 Carson Street,Sacramento,CA,94235,9165150725,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1565,2009-11-30 23:16:05.0,\N,Angelica,Bingham,69 Briarhill Lane,Stockton,CA,95240,2096309142,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1566,2009-12-23 17:02:24.0,\N,Corinne,Thomsen,3808 Medical Center Drive,Berkeley,CA,94716,5108528058,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1567,2009-12-24 11:37:41.0,2014-01-30 12:16:41.0,James,Jimenez,2550 Farland Avenue,Stockton,CA,95372,2095857646,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
1568,2009-05-19 09:51:38.0,2014-02-04 13:10:58.0,Mike,Garza,2243 Marcus Street,Sacramento,CA,95817,9167876754,2014-03-18 13:29:50.0,2014-03-18 13:29:50.0
